"gene","gene_name","zscore","effect_size","pvalue","var_g","pred_perf_r2","pred_perf_pval","pred_perf_qval","n_snps_used","n_snps_in_cov","n_snps_in_model","fdr"
"ENSG00000122390.17","NAA60",-1.46415654285317,-0.0467606782303885,0.143151180958784,0.00311533890258527,0.038391415566887,0.0135370173403727,NA,14,14,14,0.489598624389535
"ENSG00000009950.15","MLXIPL",1.46377834800944,0.0282116822455228,0.14325452026776,0.00754996435601522,0.147294652591777,3.56939272301006e-07,NA,5,5,5,0.489616476805563
"ENSG00000215305.9","VPS16",-1.46325687047317,-0.0246127597621476,0.143397104504819,0.013831643089202,0.0946157675397708,6.17639308448552e-05,NA,24,24,24,0.489656283116288
"ENSG00000101464.10","PIGU",-1.46301811560975,-0.0399470663487752,0.143462422027257,0.00586493231542716,0.0414410952877384,0.00967302253355817,NA,45,45,45,0.489656283116288
"ENSG00000089041.16","P2RX7",1.46234229176432,0.0330589747626636,0.143647434721143,0.00782991008839911,0.145348063553743,3.71488624989368e-07,NA,41,42,42,0.489952631072115
"ENSG00000198719.8","DLL1",1.46149581540343,0.0562629159762347,0.143879423104148,0.00248897278744541,0.0361151066026231,0.0165130756841378,NA,15,15,15,0.49032283181538
"ENSG00000132749.10","TESMIN",-1.46122940937374,-0.0415570205526973,0.143952494711329,0.00530896633407784,0.0687410925083838,0.000692172077548325,NA,22,22,22,0.49032283181538
"ENSG00000185518.11","SV2B",1.46048455859015,0.0473487729052633,0.144156948303706,0.0029594473310415,0.10836332392725,2.03339067505505e-05,NA,15,15,15,0.490684291975098
"ENSG00000115561.15","CHMP3",1.45959835341816,0.0253468685077826,0.144400492067057,0.00823830560554354,0.240465122926838,1.78875072548194e-11,NA,44,44,44,0.491178224549839
"ENSG00000182362.13","YBEY",-1.45908734514794,-0.00680066969326422,0.144541068824823,0.163658825604101,0.494729300066368,1.64519231473692e-28,NA,30,30,30,0.491321480542144
"ENSG00000197555.9","SIPA1L1",-1.45677923133997,-0.144790651229212,0.145177330614312,0.000356899742871596,0.0522849741882446,0.00345824935789855,NA,10,10,10,0.493148318424382
"ENSG00000149600.11","COMMD7",1.45607211641234,0.0200691676586594,0.145372684753217,0.0154269046701582,0.120984742882414,3.30456002486909e-06,NA,43,43,43,0.493251624790613
"ENSG00000189292.15","ALKAL2",1.4558902799203,0.0408771784691858,0.14542295311617,0.00560732208946862,0.0283041393048186,0.028142306884323,NA,17,17,17,0.493251624790613
"ENSG00000267508.5","ZNF285",1.45525154321889,0.0653687647879123,0.145599636201372,0.00206331884966694,0.0429635355587923,0.00833198562061456,NA,6,6,6,0.493251624790613
"ENSG00000163576.17","EFHB",1.45523890075568,0.00903339986961084,0.145603134933181,0.0971670749171546,0.483906705636211,9.18296580841525e-28,NA,28,29,29,0.493251624790613
"ENSG00000125247.15","TMTC4",1.45447281204325,0.0270768224741485,0.145815265903581,0.0134405289748877,0.101834777803336,2.68471404622092e-05,NA,56,57,57,0.493635126769925
"ENSG00000253678.1","RP11-981G7.3",1.45341258998597,0.0110026242496291,0.14610923294698,0.0599593908170069,0.230133184305958,5.92562606522859e-11,NA,11,11,11,0.493860897270786
"ENSG00000176783.14","RUFY1",-1.4532131948654,-0.0303277112620812,0.146164569730707,0.00790810297037854,0.117251269110806,3.78059323815593e-06,NA,47,48,48,0.493860897270786
"ENSG00000124440.15","HIF3A",1.45316168764961,0.0756188489985294,0.146178866787365,0.00127512141035982,0.0415073828208529,0.00970326736598715,NA,9,9,9,0.493860897270786
"ENSG00000272335.1","RP11-53O19.3",-1.45236921348077,-0.0350208472890494,0.146398971821419,0.00570589279140197,0.0235175225394207,0.0464769888782508,NA,45,45,45,0.494079443789728
"ENSG00000156795.6","WDYHV1",-1.45221590128684,-0.0188345625660762,0.146441582638278,0.0214799755719798,0.137303371063324,6.26238887618065e-07,NA,37,37,37,0.494079443789728
"ENSG00000171103.10","TRMT61B",-1.45160575397133,-0.010980954408869,0.146611257930986,0.0744496128477884,0.330542673554614,3.11186177095651e-16,NA,47,47,47,0.494317687213257
"ENSG00000179632.9","MAF1",-1.45106702819415,-0.0409154754212458,0.146761196651386,0.00401642918561764,0.0655165024039535,0.000822079804021682,NA,23,23,23,0.494489109581645
"ENSG00000072864.14","NDE1",1.44903631223766,0.0181542135580524,0.147327442084401,0.0193857189601159,0.282254234757398,2.46886322358844e-14,NA,13,13,13,0.495259543044743
"ENSG00000196502.11","SULT1A1",-1.44896714280217,-0.0150499067645736,0.147346758682393,0.030202467476552,0.102592400271768,3.37245760384633e-05,NA,34,37,37,0.495259543044743
"ENSG00000113971.19","NPHP3",1.44882134198246,0.0105601665376098,0.14738748208082,0.05603666260337,0.410182475552198,1.11906986374027e-21,NA,10,10,10,0.495259543044743
"ENSG00000026559.13","KCNG1",-1.44876093492087,-0.0703108464545241,0.147404356803079,0.00172571934197582,0.0807905652113808,0.000149210553903397,NA,4,4,4,0.495259543044743
"ENSG00000138356.13","AOX1",-1.44846836051594,-0.0266574280653149,0.147486108409717,0.0109834418033808,0.0285582947589296,0.029705344969143,NA,14,14,14,0.495259543044743
"ENSG00000157111.12","TMEM171",1.44754238272623,0.0126150445468337,0.147745075025701,0.0412956183886167,0.2220095471543,8.66739705506977e-11,NA,8,8,8,0.495795510678042
"ENSG00000247400.3","DNAJC3-AS1",-1.4470597455602,-0.0179536350836864,0.147880191021163,0.0219456047484358,0.0512449505000838,0.00419761240403418,NA,57,57,57,0.49591542553468
"ENSG00000158092.6","NCK1",1.44594523485565,0.0444385435592402,0.148192563005266,0.00373574262270887,0.0881557266030097,0.000122435603632187,NA,2,2,2,0.496629207116372
"ENSG00000167880.7","EVPL",-1.44552822321234,-0.0124288800096599,0.148309571373245,0.0660199168387028,0.0268152984388363,0.0376170841822312,NA,60,60,60,0.496687759162747
"ENSG00000183207.13","RUVBL2",1.44430179122872,0.0181519829919194,0.14865410215312,0.0284973149599805,0.279807188869519,6.63622266623424e-15,NA,30,30,30,0.497507692651958
"ENSG00000261000.1","RP11-534L20.5",1.44286005942013,0.00731977839946962,0.149059896344006,0.152667800420108,0.431544189784649,1.63974322907479e-23,NA,19,20,20,0.498531422759109
"ENSG00000179630.10","LACC1",-1.44094230741338,-0.015491895482995,0.149600982354557,0.0336484990425339,0.124930656087485,1.82832164651672e-06,NA,56,57,57,0.500005962457629
"ENSG00000183340.6","JRKL",1.4397329258423,0.00762022500228083,0.149942974201546,0.0950174301818408,0.0575055231577457,0.00225028028507054,NA,204,205,205,0.50070224261425
"ENSG00000140623.13","SEPT12",-1.43943184146413,-0.00664767926892574,0.150028208207347,0.199320092384946,0.454826665515077,2.49253649732228e-25,NA,54,54,54,0.50070224261425
"ENSG00000268707.1","RP11-247A12.7",1.43905612077013,0.00862848290726837,0.150134622837332,0.104834956168345,0.335478577350615,5.28065337336924e-17,NA,20,20,20,0.50070224261425
"ENSG00000136546.13","SCN7A",1.43878773380821,0.0103004725265196,0.150210672784275,0.0720413287291648,0.142629235836187,7.08966279044597e-07,NA,84,85,85,0.50070224261425
"ENSG00000173517.10","PEAK1",1.43687903111192,0.0370816953703835,0.150752369058758,0.00437268166186862,0.112820862884239,1.24446701303801e-05,NA,17,17,17,0.501953577033865
"ENSG00000232653.8","GOLGA8N",1.4364624572349,0.0134289846862137,0.150870791834085,0.0313954259232362,0.232647223580671,3.0873302841659e-11,NA,9,9,9,0.501953577033865
"ENSG00000112667.12","DNPH1",-1.4364024767293,-0.0273792077012474,0.150887848807775,0.00873141064299834,0.0451978441310116,0.00563311698536692,NA,21,22,22,0.501953577033865
"ENSG00000085999.11","RAD54L",1.43471563994351,0.0322006320915196,0.151368145584559,0.00820832110346545,0.115238905089831,6.50673721356024e-06,NA,7,7,7,0.502876646766784
"ENSG00000107758.15","PPP3CB",1.43417079983079,0.086580018047915,0.15152352770331,0.000980850299478721,0.0742383780964971,0.000273436358020778,NA,20,20,20,0.502876646766784
"ENSG00000109180.14","OCIAD1",1.43399499642323,0.0576099003968271,0.151573690725102,0.00200308110181657,0.0836661147832283,0.000159380861772061,NA,33,33,33,0.502876646766784
"ENSG00000100099.20","HPS4",-1.43378371776978,-0.0217929170536389,0.151633992841432,0.0181375209282331,0.18118475947713,4.1173202835051e-09,NA,21,21,21,0.502876646766784
"ENSG00000087338.4","GMCL1",-1.43366036127188,-0.0356673432728445,0.151669209094992,0.00714584424564432,0.0375149013262132,0.0129547794770973,NA,15,15,15,0.502876646766784
"ENSG00000269190.5","FBXO17",-1.43258497603299,-0.0113516267358076,0.151976477805892,0.0616362966666253,0.171042604335435,2.89822929792754e-08,NA,21,21,21,0.503218529144584
"ENSG00000220161.4","LINC02076",-1.4325330140622,-0.0250850316461787,0.151991336841377,0.0110736010262697,0.0351094786725445,0.0184069377313606,NA,18,19,19,0.503218529144584
"ENSG00000260910.1","LINC00565",1.43191075816727,0.0419091928325169,0.152169362967155,0.00642238254041079,0.0530899049943232,0.00341209560340886,NA,8,8,8,0.503218529144584
"ENSG00000174775.16","HRAS",1.43188860627416,0.0431666274531107,0.152175703502841,0.00395667486762144,0.0870576881420275,0.000103885639537794,NA,6,6,6,0.503218529144584
"ENSG00000245685.6","AF146191.4",1.43001120709056,0.00874709430210968,0.152713802562264,0.0975195722703026,0.0775118079993527,0.000311008598335283,NA,60,65,65,0.504663493235561
"ENSG00000263280.1","LA16c-325D7.2",1.42956295981813,0.00798298777511298,0.152842492783627,0.112426187747466,0.272831721721303,4.11354257360387e-13,NA,37,37,37,0.504754493044539
"ENSG00000155906.16","RMND1",1.42795113814506,0.0215355730503731,0.15330592294633,0.0140638021207444,0.097124111323366,3.84163413475554e-05,NA,39,39,39,0.505338298216624
"ENSG00000188269.8","OR7A5",1.42793721049336,0.0218059702702177,0.153309932069514,0.0106939055918684,0.0382535983677515,0.0104884224586787,NA,14,14,14,0.505338298216624
"ENSG00000225975.6","LINC01534",-1.42684925883969,-0.0343883228867608,0.153623349192866,0.00626982748708679,0.0445750570882575,0.00645967181943526,NA,38,38,38,0.505338298216624
"ENSG00000128266.8","GNAZ",1.42668876809247,0.0201937438988698,0.153669624571039,0.0175247545434612,0.08128810967345,0.000155011706761638,NA,44,44,44,0.505338298216624
"ENSG00000228716.6","DHFR",-1.42659159283055,-0.00756158324681838,0.153697648919428,0.108618720453703,0.508634794508355,3.77925394589066e-29,NA,86,87,87,0.505338298216624
"ENSG00000165502.6","RPL36AL",-1.42572063327565,-0.0145210868025803,0.153948998215906,0.038905365628121,0.367847886632334,7.47500145759599e-19,NA,38,38,38,0.505338298216624
"ENSG00000145936.8","KCNMB1",1.42567458257558,0.0155190439832008,0.153962296629877,0.0334962926402679,0.0414041280471357,0.00943768471353315,NA,43,43,43,0.505338298216624
"ENSG00000278730.1","RP11-147L13.11",-1.42563810318022,-0.0413477295039911,0.153972831684519,0.00474824448959782,0.10919420465673,2.0316757099281e-05,NA,11,11,11,0.505338298216624
"ENSG00000006194.9","ZNF263",-1.42550832909237,-0.0202203593092777,0.154010314190007,0.0193008099053775,0.0801080812231425,0.000115360253815723,NA,31,32,32,0.505338298216624
"ENSG00000115594.11","IL1R1",1.42543334727425,0.0521708962376538,0.154031974266029,0.00323069550702732,0.0982534385260293,2.5005980520649e-05,NA,22,22,22,0.505338298216624
"ENSG00000120158.11","RCL1",-1.42436760642765,-0.0380781180983491,0.154340086304644,0.00514139273222745,0.0380474060411109,0.0123605411411636,NA,17,17,17,0.505894581998173
"ENSG00000225194.2","LINC00092",1.42414570473003,0.0755561276766568,0.15440429827319,0.00113049079550096,0.0252824053305365,0.0448964911816042,NA,8,9,9,0.505894581998173
"ENSG00000257949.6","TEN1",1.42322252671417,0.00745058458877313,0.154671657329624,0.123929054906156,0.454517479445665,1.05397802680204e-24,NA,39,39,39,0.50643803810684
"ENSG00000239713.8","APOBEC3G",-1.42251309045953,-0.014813761795111,0.15487735406291,0.0288973500924114,0.244834030191546,5.18427577739899e-12,NA,20,21,21,0.506779014277981
"ENSG00000131944.9","FAAP24",1.42191915436829,0.0136048983804098,0.155049721943955,0.0423214051136966,0.12626475133064,2.25882204713036e-06,NA,23,23,23,0.507010558650285
"ENSG00000263528.7","IKBKE",1.42152650744581,0.0117980351575556,0.155163753080868,0.0587247249958805,0.0479921739498271,0.00507620358297584,NA,96,102,102,0.507051164291769
"ENSG00000068724.15","TTC7A",-1.4209885241481,-0.0224981815753603,0.155320095674305,0.0159684658833014,0.0798761619315816,0.000279425972173562,NA,44,46,46,0.507146508062406
"ENSG00000183828.14","NUDT14",-1.42072681254194,-0.0070249347429083,0.155396194554593,0.151042568097306,0.457230340899824,3.96629480126744e-26,NA,42,42,42,0.507146508062406
"ENSG00000100647.7","SUSD6",-1.4201558556415,-0.0266268569061419,0.155562312092146,0.0121895574844735,0.0270429691372398,0.0383800050324078,NA,71,71,71,0.507356821790724
"ENSG00000170439.6","METTL7B",1.41979559919229,0.0392369758416328,0.155667196540927,0.00502265871259185,0.0676576766659119,0.000675457496450957,NA,5,5,5,0.507367283304524
"ENSG00000092439.13","TRPM7",-1.41869172686345,-0.0639371584400996,0.15598891023054,0.00285253125669417,0.0541778699004594,0.00235344345677576,NA,27,27,27,0.508083983061615
"ENSG00000272849.1","RP11-347I19.8",1.41763034268202,0.0194301847343548,0.156298716604229,0.0207150933847578,0.161246550794297,7.87788093246632e-08,NA,19,19,19,0.508760988816114
"ENSG00000163946.13","FAM208A",1.41703636513698,0.0195092897910907,0.156472295679328,0.0240564166779337,0.0340339156939354,0.0196312442988203,NA,78,79,79,0.508870911298577
"ENSG00000197841.14","ZNF181",-1.41681698437031,-0.0126470059682378,0.156536442653971,0.0469468165117309,0.267504439018374,4.72561313428073e-14,NA,94,95,95,0.508870911298577
"ENSG00000214087.8","ARL16",1.41639469654204,0.00817015869591083,0.156659975828574,0.102562151637435,0.467695062411978,7.17458408339782e-26,NA,39,39,39,0.508940937099339
"ENSG00000122971.8","ACADS",1.41516858782872,0.0565830068991963,0.157019072153423,0.00240248484644507,0.0763987123804911,0.000206528499237065,NA,20,20,20,0.50953144761166
"ENSG00000260657.2","RP11-315D16.4",1.41506139999646,0.00586942431843617,0.157050494400953,0.177936940497258,0.47539676083855,7.64021754035652e-27,NA,12,12,12,0.50953144761166
"ENSG00000197165.10","SULT1A2",1.41471624710047,0.00799124869550726,0.157151708792577,0.101898563947444,0.268410819703622,9.63232690455983e-14,NA,23,25,25,0.50953144761166
"ENSG00000140451.12","PIF1",1.41438058919878,0.0101446701093049,0.157250186236865,0.0628544675727563,0.263640372086891,7.08831659744698e-13,NA,16,16,16,0.50953144761166
"ENSG00000215859.8","RP6-74O6.2",1.41353881703171,0.0184937047839519,0.157497356407178,0.01690459293811,0.08896350521905,9.92269374650089e-05,NA,25,26,26,0.510001173570291
"ENSG00000135476.11","ESPL1",-1.41183399468467,-0.00630939470159421,0.157998846331587,0.195473473451819,0.41927979623012,4.93079216276866e-22,NA,25,25,25,0.510574922225388
"ENSG00000065665.20","SEC61A2",-1.41172000614272,-0.0190790845899763,0.1580324202468,0.0198186489567318,0.301375732328546,8.70704867567182e-15,NA,33,33,33,0.510574922225388
"ENSG00000173156.6","RHOD",1.41138904797929,0.0159716797471052,0.158129930499987,0.0269146206956786,0.226518780748859,2.65815449702276e-11,NA,8,8,8,0.510574922225388
"ENSG00000187699.10","C2orf88",-1.41126195622788,-0.0560976069239486,0.158167387667827,0.00362244749029111,0.0321663905713595,0.0239035694866507,NA,5,5,5,0.510574922225388
"ENSG00000241852.9","C8orf58",-1.41051365282456,-0.0311378073592497,0.158388067954431,0.00747736860997615,0.140868995334585,7.13587545997023e-07,NA,12,12,12,0.510574922225388
"ENSG00000185823.3","NPAP1",-1.41039549675082,-0.0220293455512937,0.158422934367985,0.0143833160884872,0.0496164809563569,0.00394787619090165,NA,66,68,68,0.510574922225388
"ENSG00000104728.15","ARHGEF10",1.4101026113784,0.0254923879731675,0.158509386317763,0.0116258810627931,0.139864750194417,5.67100795752256e-07,NA,40,40,40,0.510574922225388
"ENSG00000196172.9","ZNF681",-1.40987994153959,-0.0167232535425894,0.158575136410431,0.0181004180417889,0.0684856470993546,0.000564317312549598,NA,23,25,25,0.510574922225388
"ENSG00000272279.1","RP11-157J24.2",1.40981127415891,0.00543849293940034,0.158595416723317,0.223178379009578,0.570124483942693,1.27480292218749e-34,NA,28,28,28,0.510574922225388
"ENSG00000172987.12","HPSE2",-1.40814011608751,-0.0466445186385526,0.159089584272607,0.00392249194828708,0.0396921103600713,0.0117033486949751,NA,25,25,25,0.511835606396073
"ENSG00000277423.1","RP11-173P15.9",-1.40777120820883,-0.0215730473597867,0.159198828505153,0.0176002707930308,0.0390751864551974,0.012679096874805,NA,12,12,12,0.51185705814479
"ENSG00000105650.21","PDE4C",1.40712982413281,0.0149932343903899,0.159388895886219,0.0332999888046051,0.05136090362895,0.00379387550025449,NA,53,54,54,0.512138178024619
"ENSG00000108465.14","CDK5RAP3",-1.40519578335256,-0.0214782948142143,0.159963067681302,0.0135919578822842,0.253964757320417,2.74020773049867e-12,NA,9,9,9,0.513405856683189
"ENSG00000007516.13","BAIAP3",-1.4051078847922,-0.00977563374697625,0.159989199828128,0.0694632471178111,0.287553672691422,3.75922740229776e-14,NA,29,29,29,0.513405856683189
"ENSG00000106013.14","ANKRD7",-1.40451681415928,-0.0184668765728161,0.160165008325128,0.0229006127031907,0.0718457627803856,0.000603906709233688,NA,24,24,24,0.513639711788168
"ENSG00000145220.13","LYAR",1.40414042425714,0.0256284187273865,0.160277038112836,0.00843483306903745,0.0894125900573236,0.00011943346494757,NA,4,4,4,0.513668863316025
"ENSG00000044524.10","EPHA3",-1.40332193429102,-0.0608052312918337,0.160520860295608,0.00206803875290554,0.0276699022165927,0.0345669481287371,NA,5,5,5,0.513741196759998
"ENSG00000168116.13","KIAA1586",1.40327957623764,0.0235289770166768,0.160533486075009,0.0159690873166,0.0801892678399678,0.000233148068591701,NA,41,41,41,0.513741196759998
"ENSG00000163394.5","CCKAR",1.40302806445775,0.0139302960926634,0.160608470329779,0.0378754269725662,0.0853316248185008,0.000146671497520534,NA,20,20,20,0.513741196759998
"ENSG00000278023.5","RDM1",-1.40208134468595,-0.0177106227769486,0.160890957171551,0.0226878597508688,0.128424017052069,2.03503841405731e-06,NA,22,22,22,0.514315103322255
"ENSG00000174891.12","RSRC1",1.40138700485708,0.0399253895781487,0.161098376155784,0.00310162224441341,0.0241254463839972,0.0477269241375137,NA,30,30,30,0.514648461598823
"ENSG00000140986.7","RPL3L",-1.40040301478346,-0.0369654147520527,0.161392667746543,0.00498786394106354,0.0274743005597484,0.0349277370911969,NA,5,5,5,0.515248936612024
"ENSG00000247157.6","LINC01252",-1.40006834540406,-0.0238430575850237,0.161492853078398,0.0136719149597028,0.094603976344804,6.32178404439099e-05,NA,42,42,42,0.515248936612024
"ENSG00000272716.1","RP11-563N4.1",1.39772739648159,0.00943447774331191,0.162194943981866,0.0930461317776017,0.105997049408457,9.08596285215339e-06,NA,53,53,53,0.517008524806847
"ENSG00000137409.19","MTCH1",-1.39753891417182,-0.0398978090397947,0.162251573115736,0.00465030183286718,0.065392719334764,0.000925553833474935,NA,57,58,58,0.517008524806847
"ENSG00000196843.15","ARID5A",1.39610270127378,0.0568561259638228,0.162683570503317,0.00223142634772116,0.0691291038537005,0.000752283342635986,NA,16,17,17,0.51782914802156
"ENSG00000143158.10","MPC2",1.39599283054669,0.0548650268228306,0.162716654127817,0.00241993028343355,0.0707490954003542,0.000555215588444644,NA,28,28,28,0.51782914802156
"ENSG00000225877.1","PSG8-AS1",1.39549437594897,0.0436022650289022,0.162866809573438,0.00259600210128471,0.0610480939931,0.00131438092753703,NA,23,29,29,0.517976660147518
"ENSG00000069974.15","RAB27A",1.39498390970272,0.0254301542880539,0.16302069172213,0.0110793936589495,0.0531685702596835,0.00275343051150243,NA,36,36,36,0.518087770432994
"ENSG00000231887.6","PRH1",-1.39468981925502,-0.00651369839673294,0.163109396262572,0.142852941015475,0.340372885075279,1.53544194704419e-17,NA,29,30,30,0.518087770432994
"ENSG00000196218.12","RYR1",1.39280459073393,0.0134280016864752,0.163678889822823,0.0481403213052951,0.224265427762263,2.17785745715767e-11,NA,49,49,49,0.519271859911047
"ENSG00000164106.7","SCRG1",-1.39230517705228,-0.0127042170312339,0.163830004481618,0.0361061845867925,0.391830950222398,2.3763813960747e-20,NA,10,10,10,0.519271859911047
"ENSG00000198755.10","RPL10A",1.39229757746232,0.0494649935153426,0.163832304808829,0.00248177456490197,0.0541637762089738,0.00190185746583878,NA,5,5,5,0.519271859911047
"ENSG00000242259.8","C22orf39",-1.39186171090623,-0.0438240627981674,0.163964278411045,0.00447694638963507,0.0982437793030487,4.59393957424563e-05,NA,22,22,22,0.519271859911047
"ENSG00000196704.11","AMZ2",1.39173554233471,0.0525929275088052,0.164002495234431,0.0021712520401804,0.0264366789169333,0.0370814372027347,NA,3,3,3,0.519271859911047
"ENSG00000047579.19","DTNBP1",-1.39136847725075,-0.0187166339411855,0.164113718471615,0.0162339597783596,0.22420053050097,9.94558868514086e-11,NA,30,31,31,0.519294518182219
"ENSG00000120318.15","ARAP3",-1.39094134705825,-0.031455989246941,0.16424321337534,0.00808131416715153,0.0360126283988188,0.0159043055410273,NA,13,13,13,0.519374926960042
"ENSG00000215217.6","C5orf49",1.39041167343418,0.086020324702083,0.164403903704814,0.00102555949223585,0.0277017476745275,0.0317076720117958,NA,7,7,7,0.519553818547829
"ENSG00000174567.7","GOLT1A",-1.38996490061864,-0.0228184030292456,0.164539535949674,0.0135562137365612,0.114569216229997,1.12210632710556e-05,NA,37,37,37,0.519613031886518
"ENSG00000154252.11","GAL3ST2",1.38966409543553,0.0141642164362308,0.164630902487492,0.0386533081866523,0.150549490053858,1.39684466386306e-07,NA,15,16,16,0.519613031886518
"ENSG00000032444.15","PNPLA6",1.38846889618285,0.0807513047776698,0.164994309708662,0.00103064338063853,0.107335389917243,1.82930892695814e-05,NA,3,3,3,0.520430850471696
"ENSG00000183570.16","PCBP3",1.38791058522578,0.0209746266578822,0.165164274169144,0.0160880413892981,0.0990572848807933,4.52974416311795e-05,NA,56,56,56,0.520637857298818
"ENSG00000236609.3","ZNF853",1.387035427013,0.0827215904058759,0.165430960370162,0.00100188593300039,0.053615222226765,0.00309874723537852,NA,5,5,5,0.521149300661053
"ENSG00000083444.16","PLOD1",-1.38649468708121,-0.0213917885734945,0.165595901470507,0.0130266138934979,0.0926619440196953,8.20771419054852e-05,NA,49,50,50,0.521339778131123
"ENSG00000274512.5","TBC1D3L",-1.38516494032855,-0.0071413195657718,0.166002038401199,0.190885316559676,0.397174656282361,1.66141318370735e-20,NA,36,37,37,0.521979450934136
"ENSG00000272316.1","XXbac-BPGBPG55C20.2",1.38514447677597,0.0149926038963924,0.166008294315125,0.0287664877372573,0.408202642859801,1.42567126026965e-21,NA,13,17,17,0.521979450934136
"ENSG00000165609.12","NUDT5",-1.38389368051692,-0.0188919354666289,0.166391012076593,0.0199460101663993,0.173537122248959,2.36873880225875e-08,NA,25,25,25,0.522271032423133
"ENSG00000169302.14","STK32A",-1.38347007338652,-0.0172407301323592,0.166520777363376,0.0127882884723616,0.114682033084121,8.16292908544831e-06,NA,7,7,7,0.522271032423133
"ENSG00000101181.17","MTG2",1.38295890112092,0.0155733383456396,0.166677468117902,0.0319166342666082,0.0301074049848683,0.0255932968092508,NA,36,37,37,0.522271032423133
"ENSG00000255135.3","RP11-111M22.3",1.38224949300607,0.015897607683403,0.166895108149086,0.025512614862063,0.0913470808793408,0.000103716140952731,NA,29,29,29,0.522271032423133
"ENSG00000261794.1","GOLGA8H",1.38215905595846,0.0129772108847814,0.166922868764977,0.0441770115039404,0.0641069815118413,0.000992203311199719,NA,24,24,24,0.522271032423133
"ENSG00000273293.1","RP11-445N20.3",1.38206979194191,0.0263265663019941,0.1669502727095,0.00756280497022733,0.128559045134048,2.42272991244924e-06,NA,19,22,22,0.522271032423133
"ENSG00000110717.12","NDUFS8",-1.38132785014312,-0.0312939157098625,0.16717817879855,0.00780427987599043,0.226109599514553,1.05890652802225e-10,NA,8,8,8,0.522271032423133
"ENSG00000215595.1","C20orf202",-1.38099456605254,-0.0195681505105562,0.16728063145067,0.0257199608982045,0.0353345332741396,0.0117574566217228,NA,32,33,33,0.522271032423133
"ENSG00000120254.15","MTHFD1L",-1.38072830593374,-0.015010605930208,0.167362514599647,0.0264877274551651,0.0302113546059671,0.0216698895054772,NA,80,81,81,0.522271032423133
"ENSG00000133460.19","SLC2A11",-1.38061012884859,-0.0176871418956892,0.167398867323132,0.0196302540617105,0.258185344842328,9.5198138195259e-13,NA,14,14,14,0.522271032423133
"ENSG00000266714.6","MYO15B",-1.38057956128695,-0.0340838692338451,0.167408271246238,0.00478813525253583,0.122671804543461,4.28452314196867e-06,NA,18,19,19,0.522271032423133
"ENSG00000171759.9","PAH",1.38043272204065,0.00802521576133004,0.167453450973321,0.106070952783858,0.217757962598572,3.12691243883423e-10,NA,84,84,84,0.522271032423133
"ENSG00000196821.9","C6orf106",-1.38040606549532,-0.0216735572392811,0.167461653682768,0.015777870359631,0.198277921817062,1.38405577887171e-09,NA,37,37,37,0.522271032423133
"ENSG00000149089.12","APIP",1.37971578622561,0.00541343037879507,0.167674170439439,0.191453722475374,0.615697105196023,1.21957159754676e-41,NA,55,55,55,0.522607189564523
"ENSG00000187987.9","ZSCAN23",1.37918865655572,0.0174812525537987,0.167836594571557,0.0300314760676337,0.128983589126195,2.71610600499301e-06,NA,18,18,18,0.522682522908715
"ENSG00000042286.14","AIFM2",1.37895758251109,0.0251240725783286,0.167907832509553,0.00959345143304933,0.110272896037406,1.27922941501552e-05,NA,3,3,3,0.522682522908715
"ENSG00000186976.14","EFCAB6",1.3785210517617,0.024239804016006,0.168042472761388,0.0130833876105222,0.127914496411819,3.19764605531514e-06,NA,33,33,33,0.522775523116787
"ENSG00000151468.10","CCDC3",1.37706423356413,0.0182069558556374,0.168492389465434,0.0203649038717393,0.125974005031847,3.51899871649193e-06,NA,28,28,28,0.523848612730539
"ENSG00000271868.1","RP11-1293J14.1",-1.37599570656109,-0.0243391792666066,0.168822962513261,0.0199554510837441,0.0777173561327875,0.000218462615560362,NA,15,15,15,0.524255513923929
"ENSG00000118492.16","ADGB",1.37596203023355,0.0304391203651616,0.168833388953057,0.00664495022183978,0.0734137279980983,0.000397792689734738,NA,19,19,19,0.524255513923929
"ENSG00000109047.7","RCVRN",1.37475126636754,0.0046354875746792,0.169208571417856,0.300741623048476,0.604365682120324,1.85184751692707e-39,NA,49,49,49,0.524835492907914
"ENSG00000235597.1","LINC01102",-1.37468048915492,-0.0638016211893645,0.169230522663093,0.001645044041813,0.0789323413414247,0.000317066784349715,NA,3,3,3,0.524835492907914
"ENSG00000124237.5","C20orf85",1.3736614282479,0.0726075073386874,0.169546816794649,0.00112483666320334,0.023759496047814,0.0472551198952507,NA,13,13,13,0.525489823481552
"ENSG00000223685.5","LINC00571",-1.37265168948533,-0.00964246107598193,0.169860654547862,0.0635475137437001,0.159107540733158,1.55240198525767e-07,NA,25,25,25,0.526135733205358
"ENSG00000111802.13","TDP2",1.37204572197316,0.0312201438899517,0.170049204797965,0.0052349427887542,0.0806385533583567,0.000189958743042141,NA,6,6,6,0.526393009889482
"ENSG00000132970.12","WASF3",-1.37081398213237,-0.0307425969820543,0.170432951128639,0.00775979952601526,0.164808755196427,8.03454089298913e-08,NA,29,29,29,0.52673721394352
"ENSG00000035115.21","SH3YL1",1.37029771928184,0.02740984877528,0.170593984726116,0.0103466552051663,0.0853639772001273,0.000175749108421474,NA,37,38,38,0.52673721394352
