"gene","gene_name","zscore","effect_size","pvalue","var_g","pred_perf_r2","pred_perf_pval","pred_perf_qval","n_snps_used","n_snps_in_cov","n_snps_in_model","fdr"
"ENSG00000152348.15","ATG10",4.69803259766285,0.0230434479560999,2.62679514831108e-06,0.134635918204956,0.369561105387424,1.40050029345537e-17,NA,48,48,48,0.000504344668475727
"ENSG00000148408.12","CACNA1B",4.65612509186994,0.291450321516008,3.22216204899128e-06,0.00103607590550017,0.0479682043762474,0.00606938570453,NA,5,5,5,0.00058772235773601
"ENSG00000173209.22","AHSA2",-4.62786600537988,-0.0271947944403377,3.69452918649281e-06,0.111221618747855,0.495502342976779,7.86659843449231e-26,NA,70,70,70,0.000641570864522467
"ENSG00000116771.5","AGMAT",-4.61829161945418,-0.304573284184623,3.86912253823856e-06,0.000811587846187678,0.0668751258539903,0.00152689468372989,NA,16,16,16,0.000641570864522467
"ENSG00000176909.11","MAMSTR",-4.57112567171916,-0.0574548152115315,4.85111230959485e-06,0.0249082731410694,0.193061104548551,1.25294288853892e-08,NA,21,21,21,0.00075858632420594
"ENSG00000145020.15","AMT",4.56517831268037,0.0940401548871147,4.99069950135487e-06,0.00825224091925674,0.145847786495341,1.06075057709413e-06,NA,30,30,30,0.00075858632420594
"ENSG00000205659.10","LIN52",4.51821428850197,0.0959077973417327,6.23633523909733e-06,0.00823716545059892,0.0760335352807194,0.000502678920821341,NA,12,12,12,0.000910006038089082
"ENSG00000120647.9","CCDC77",4.45595083414749,0.0356116606159382,8.35221737112706e-06,0.0547027614063245,0.269795165083291,1.57158032901694e-12,NA,16,16,16,0.00117188034499506
"ENSG00000126457.21","PRMT1",-4.31796418418049,-0.109793249212844,1.5747497581222e-05,0.00589611158269049,0.0814536939322013,0.000354374356519762,NA,26,26,26,0.00212766189541844
"ENSG00000144021.2","CIAO1",4.28174979535369,0.0724850303615196,1.85429411913616e-05,0.0133903252553514,0.196520602793383,5.04263289919905e-09,NA,7,9,9,0.00229088205852682
"ENSG00000121101.15","TEX14",-4.28154606509674,-0.0395320475829633,1.8559929175965e-05,0.0425447452138291,0.131853403977817,3.57991356976821e-06,NA,24,24,24,0.00229088205852682
"ENSG00000237651.6","C2orf74",4.27821866445011,0.0267492840531988,1.8839490612885e-05,0.0967832052699569,0.508382418128964,2.20124543240678e-27,NA,27,27,27,0.00229088205852682
"ENSG00000198105.13","ZNF248",-4.27032850092094,-0.0578517562012886,1.95185261961877e-05,0.0217167676424482,0.107100990926945,5.68342046064154e-05,NA,81,83,83,0.00229688979237718
"ENSG00000119878.5","CRIPT",-4.24895744087702,-0.0466025544247957,2.14767712913194e-05,0.0308212247084702,0.189889064655858,2.22601298074197e-08,NA,19,19,19,0.00244835192721041
"ENSG00000242441.7","GTF2A1L",4.24071212154341,0.0340715201620314,2.22811755399625e-05,0.0567136208991206,0.300842128460709,1.42497598940773e-13,NA,5,5,5,0.00246308267787222
"ENSG00000196542.8","SPTSSB",4.15936123475204,0.119698927977047,3.19138835396348e-05,0.00478534474476516,0.089356654910157,0.000226398303558992,NA,33,33,33,0.00342417197507611
"ENSG00000203727.3","SAMD5",4.09659479028334,0.0891805647208802,4.19271854010265e-05,0.00658759904470994,0.122338036857796,7.15695749083961e-06,NA,31,31,31,0.0042676301435961
"ENSG00000106603.18","COA1",4.0955607819903,0.0486852363042936,4.21147711539089e-05,0.0255753639829829,0.121465390459854,1.38549910145762e-05,NA,39,39,39,0.0042676301435961
"ENSG00000115524.15","SF3B1",-4.07936373615079,-0.156577217642683,4.5159130932409e-05,0.00224904680889023,0.0625381053252102,0.00191598814957366,NA,27,27,27,0.00445244620652508
"ENSG00000173540.12","GMPPB",-4.07252640126913,-0.0334832802265277,4.65059266868078e-05,0.0545909859055502,0.278293192127019,1.88527038261143e-12,NA,44,44,44,0.00446456896193355
"ENSG00000042317.16","SPATA7",-4.05234584436164,-0.0208295642378118,5.07066342090962e-05,0.146553275312111,0.425802173811312,1.68295003446066e-20,NA,63,63,63,0.00474302055371238
"ENSG00000189007.15","ADAT2",4.01640881907042,0.197711100335557,5.90917118069583e-05,0.00140787292903115,0.0324982547081241,0.0284675345976674,NA,12,12,12,0.00530183093693395
"ENSG00000269473.1","CTD-2619J13.19",-4.01443855399797,-0.0581197780866449,5.95874639293563e-05,0.0164554125822136,0.0710910389774884,0.00109917885944725,NA,13,13,13,0.00530183093693395
"ENSG00000007341.18","ST7L",3.98492699293913,0.0472930425333875,6.75008758057177e-05,0.0265315463838785,0.154659373101574,6.64848544846929e-07,NA,18,18,18,0.0058207669645275
"ENSG00000142233.11","NTN5",-3.98105173003842,-0.0507652881558824,6.86110141103845e-05,0.0251119175463657,0.117280654872086,2.12588612608967e-05,NA,33,33,33,0.0058207669645275
"ENSG00000227888.4","FAM66A",3.92413746146709,0.0316343189739414,8.70410277686265e-05,0.0540621088254218,0.278502174432599,2.21424588561152e-12,NA,19,22,22,0.00682084596604826
"ENSG00000135596.17","MICAL1",3.92345627838882,0.155636708968431,8.72876121798407e-05,0.00235201454742443,0.0422069569729772,0.0102642812272637,NA,26,26,26,0.00682084596604826
"ENSG00000238083.7","LRRC37A2",3.92305359595723,0.0140300886715344,8.74336911859221e-05,0.307661405007177,0.605367504835373,8.480376072327e-37,NA,78,83,83,0.00682084596604826
"ENSG00000158234.12","FAIM",3.92183209273761,0.0700398220532355,8.78782237950297e-05,0.0118934994701794,0.0574837052276178,0.0032340274943973,NA,21,21,21,0.00682084596604826
"ENSG00000232677.6","LINC00665",-3.91557766562815,-0.0211844477194742,9.01880052481691e-05,0.115910380747034,0.291290514589826,1.36355279698928e-13,NA,80,80,80,0.00685428839886085
"ENSG00000051596.9","THOC3",3.90880230266711,0.0325991448038248,9.27548283601738e-05,0.0687679604722758,0.168423246583295,1.65684201261455e-07,NA,54,54,54,0.0069055023236309
"ENSG00000197563.10","PIGN",-3.9035113958713,-0.0938097529559664,9.48070840803792e-05,0.00694647882645275,0.0770122296101603,0.000553170666241527,NA,18,18,18,0.00691712485450447
"ENSG00000123427.16","METTL21B",3.88629183782891,0.0243579199433104,0.000101787130156195,0.0847174314596443,0.442244109928067,5.29666928764526e-22,NA,18,18,18,0.00714466392174932
"ENSG00000152217.16","SETBP1",-3.88205431209341,-0.0816427656708995,0.00010357773555408,0.0075072281830723,0.11354697799637,1.71166567547192e-05,NA,12,12,12,0.00714466392174932
"ENSG00000169592.14","INO80E",-3.87314753111134,-0.071281994240029,0.000107438745376969,0.00977760965547424,0.0454251814695945,0.00879932642502376,NA,11,12,12,0.00714466392174932
"ENSG00000157036.12","EXOG",3.87240600436586,0.0710834932640174,0.000107766241275374,0.0125177680626679,0.155108986989659,2.72652648550533e-07,NA,14,14,14,0.00714466392174932
"ENSG00000240053.8","LY6G5B",3.86964309323386,0.0643160584048512,0.00010899479510283,0.0127484818502579,0.134500369424302,4.49573839263884e-06,NA,84,86,86,0.00714466392174932
"ENSG00000162620.15","LRRIQ3",3.86578555436358,0.0227448632328191,0.000110732204093952,0.104359861277891,0.297688775748595,5.11071207004487e-14,NA,35,36,36,0.00714466392174932
"ENSG00000163945.15","UVSSA",3.86154546622928,0.0352349263272363,0.000112672038918309,0.0400697443475333,0.153208307355582,4.00759954061256e-07,NA,60,60,60,0.00714466392174932
"ENSG00000196357.11","ZNF565",3.85955457091087,0.0784535089752539,0.00011359388910676,0.00834997409706319,0.0635476802258416,0.00209263666666197,NA,11,11,11,0.00714466392174932
"ENSG00000272912.1","RP11-724N1.1",-3.84495516622641,-0.0326566265825507,0.000120574481614491,0.0527042499490612,0.0438180095917811,0.00980203050820481,NA,41,41,41,0.00735939361190483
"ENSG00000271973.1","RP11-572O6.1",3.84400475576996,0.0164063681538812,0.00012104265809054,0.187979208004627,0.112762231179706,2.19368746881343e-05,NA,85,87,87,0.00735939361190483
"ENSG00000204525.16","HLA-C",3.81804912593325,0.0235838167744191,0.000134511144592051,0.0971626752096099,0.426422324914317,4.2888111755343e-21,NA,43,43,43,0.00804420746675085
"ENSG00000174080.10","CTSF",3.78762900122795,0.0792716940378511,0.000152091723284786,0.00921353674227677,0.119473879990561,1.79934851525353e-05,NA,23,24,24,0.00894888075069192
"ENSG00000188738.14","FSIP2",3.76880649555432,0.0466383010347964,0.000164029984445121,0.0253228986586224,0.0445565914199363,0.00924766591110926,NA,19,20,20,0.00949811719453653
"ENSG00000125386.15","FAM193A",-3.76304509395917,-0.222585799664129,0.000167856920089019,0.00103971411082679,0.0278899878075638,0.0431297333645352,NA,2,2,2,0.00956784444507408
"ENSG00000151917.17","BEND6",3.75014571173338,0.0639528496086716,0.000176731843814284,0.0115393869157939,0.232214639143589,2.34145560582608e-10,NA,29,29,29,0.00991873486514628
"ENSG00000205464.11","ATP6AP1L",3.71857805442279,0.0172749618485903,0.000200347387190789,0.156854795403028,0.363622232169844,1.28662164987086e-17,NA,115,116,116,0.011073746492
"ENSG00000165650.11","PDZD8",3.69799591160334,0.106989298508583,0.000217308388339965,0.00438693388711369,0.0583034943055414,0.00348333497239145,NA,38,40,40,0.0118319552337939
"ENSG00000249937.5","RP11-454P21.1",-3.6899321307755,-0.0518606255876852,0.000224313888822838,0.0173311067747028,0.0424674238909872,0.0103432701175584,NA,31,31,31,0.0119170604384218
"ENSG00000189042.13","ZNF567",-3.68869760586875,-0.122806168790101,0.000225404926055675,0.00295481945638293,0.0267378246056346,0.0487117107996159,NA,8,8,8,0.0119170604384218
"ENSG00000196365.11","LONP1",3.66347215844517,0.0485567828876482,0.00024881927284738,0.019767485217769,0.179625240847615,3.82913739042948e-08,NA,13,13,13,0.01278135675674
"ENSG00000176681.14","LRRC37A",3.66073425600858,0.0116462820777457,0.000251493498721748,0.367836192470516,0.459316667894771,9.80490138947726e-27,NA,63,65,65,0.01278135675674
"ENSG00000175115.11","PACS1",-3.65995086037846,-0.0956718482148734,0.000252263620198816,0.0058556864733567,0.0662467817082323,0.00174925113606216,NA,15,16,16,0.01278135675674
"ENSG00000281205.1","LINC00950",-3.62963077282428,-0.051398051602814,0.000283826912555616,0.0190468127182123,0.132237963585006,5.82753174560621e-06,NA,22,22,22,0.0141280331126748
"ENSG00000214530.8","STARD10",-3.62563701002212,-0.0539667099023054,0.000288250017949174,0.0174214292872712,0.150601516367707,6.49204946936264e-07,NA,19,19,19,0.0141280331126748
"ENSG00000183454.16","GRIN2A",-3.62366193488503,-0.0978590836561952,0.000290461207086241,0.00517332064834623,0.0710631508085881,0.00110576202954917,NA,11,11,11,0.0141280331126748
"ENSG00000122756.14","CNTFR",3.61879532840401,0.0905293617490253,0.000295977600897631,0.00559668192291272,0.0295934014432888,0.0380832135802919,NA,33,33,33,0.0142069248430863
"ENSG00000146243.13","IRAK1BP1",-3.60736382501351,-0.0430276876654462,0.000309323785496175,0.0216856124197281,0.163516411886768,1.72378127995313e-07,NA,27,27,27,0.0146547164868837
"ENSG00000117601.13","SERPINC1",-3.59827984456524,-0.0612410103810012,0.000320328843689039,0.0150253813816046,0.097933724522676,7.84754342301268e-05,NA,25,26,26,0.0149815336125335
"ENSG00000221883.2","ARIH2OS",-3.58875450835183,-0.101797102650834,0.000332261529407299,0.0068130577437171,0.0278054194277574,0.0404046846330957,NA,38,38,38,0.0153429121427573
"ENSG00000277147.4","LINC00869",3.57838033121584,0.0519165734511053,0.00034573010250903,0.0173610071206844,0.0494013623990859,0.00630739888749057,NA,18,22,22,0.0157652926744118
"ENSG00000164978.17","NUDT2",-3.54800492244002,-0.0368408230737142,0.000388160967033602,0.0322760849750868,0.261214237372744,1.59454767685618e-11,NA,60,60,60,0.0171711488424134
"ENSG00000138722.9","MMRN1",-3.54719786493791,-0.0343865269599652,0.000389352053702307,0.0249596849154956,0.15284126235732,1.83512579388234e-07,NA,5,5,5,0.0171711488424134
"ENSG00000204219.9","TCEA3",-3.54629991795451,-0.0285730300940826,0.000390681292193067,0.0525570309999808,0.163986205346759,2.36147022637256e-07,NA,25,25,25,0.0171711488424134
"ENSG00000186468.12","RPS23",-3.54154039894511,-0.0304551878323194,0.000397797937195669,0.0439822073160012,0.278936693359917,7.54019182356081e-13,NA,37,37,37,0.0172757961296405
"ENSG00000130332.14","LSM7",-3.51690776593072,-0.0399814276349892,0.00043660546769577,0.026662414702263,0.21417015340491,8.6453221070425e-10,NA,32,32,32,0.0187380793665196
"ENSG00000130312.6","MRPL34",-3.51264542921314,-0.0369345544610531,0.000443669123879687,0.0348727084751414,0.358220061343195,1.53380759564657e-16,NA,12,12,12,0.0188198251617802
"ENSG00000129055.12","ANAPC13",-3.50489525120101,-0.0652112945969122,0.000456786967315949,0.00980073098958591,0.162442790403856,3.54896932427663e-07,NA,49,50,50,0.0191535500777998
"ENSG00000128891.15","C15orf57",3.49742306136227,0.0289256000391352,0.000469776196704604,0.0533482684809367,0.365578587089422,2.2151791870878e-17,NA,21,21,21,0.0194172247692564
"ENSG00000184647.10","PRSS55",-3.4951921001041,-0.0347428694678473,0.000473720670083285,0.0370939441025989,0.108649454635808,4.29625913641909e-05,NA,25,25,25,0.0194172247692564
"ENSG00000130812.10","ANGPTL6",3.4881436378952,0.0610981830400969,0.000486386708946448,0.0138525588480903,0.108388407541198,2.82012062007464e-05,NA,7,7,7,0.0197148746026294
"ENSG00000165282.13","PIGO",3.47655542590651,0.0538113280062564,0.000507899236122615,0.0157340511201057,0.0418264093809707,0.0126396869598474,NA,52,53,53,0.0202552600427393
"ENSG00000100395.14","L3MBTL2",3.47501570483018,0.127489088520168,0.000510823444060312,0.00243919391846912,0.0915462021479818,0.000109143514453264,NA,17,17,17,0.0202552600427393
"ENSG00000146151.12","HMGCLL1",-3.45028257369995,-0.272569822654673,0.000560000057593414,0.00058734307175177,0.0619131744489579,0.00197943001775536,NA,1,1,1,0.0219664538720513
"ENSG00000244219.6","GS1-259H13.2",-3.4358449509986,-0.0697505119329672,0.000590708931033804,0.0106262770362886,0.10142823806171,8.09097081052084e-05,NA,16,16,16,0.0229245338341629
"ENSG00000278041.1","RP5-984P4.6",3.41834518445671,0.236225923606552,0.000630031485761918,0.000809955917516763,0.0335017895542413,0.0263042519442344,NA,7,7,7,0.0241932090532576
"ENSG00000188177.13","ZC3H6",3.41224442538896,0.0415461092372681,0.000644303125927217,0.024411634342784,0.067782554333439,0.00134597893468293,NA,63,63,63,0.0243658026260063
"ENSG00000127952.16","STYXL1",3.41073319406158,0.0363491691367202,0.0006478845544744,0.029498231610962,0.2698993104164,5.31271089949815e-13,NA,24,25,25,0.0243658026260063
"ENSG00000181322.13","NME9",3.40604986401064,0.0726437030297438,0.000659101399044601,0.00908341466244714,0.167861175095423,2.06201070548982e-07,NA,13,13,13,0.024437631954954
"ENSG00000100714.15","MTHFD1",3.40412328346081,0.080942199047221,0.000663767878732311,0.00617914677307219,0.026466087314452,0.0490931027320506,NA,20,20,20,0.024437631954954
"ENSG00000254872.3","RP13-870H17.3",-3.40100038428373,-0.0654675206447013,0.000671397334399576,0.0110463620973684,0.139660642489588,1.59497365876781e-06,NA,11,11,11,0.024437631954954
"ENSG00000250091.2","DNAH10OS",-3.39889367325594,-0.0361750383484232,0.000676590139103715,0.0297534081810908,0.124333486993455,6.18160649648638e-06,NA,46,46,46,0.024437631954954
"ENSG00000196653.11","ZNF502",-3.3886089760076,-0.0600931220093877,0.000702481085284177,0.00992151672369796,0.0841935315081485,0.000286808269393399,NA,44,44,44,0.0251240294031047
"ENSG00000101198.14","NKAIN4",3.38018539791066,0.0694450747663805,0.000724369497288712,0.00979154777409683,0.134124990681553,3.22361579995239e-06,NA,5,5,5,0.025603629683623
"ENSG00000188385.11","JAKMIP3",-3.37774390800129,-0.0209696123981956,0.000730831077627011,0.0941576640734627,0.491332754645325,1.00034223252084e-25,NA,29,30,30,0.025603629683623
"ENSG00000144485.10","HES6",-3.37545158304483,-0.0780478289787095,0.000736946578064806,0.00654428109327228,0.1317583644416,6.1810132421924e-06,NA,15,15,15,0.025603629683623
"ENSG00000008838.19","MED24",-3.35732454511521,-0.0845357089032858,0.000787006749890422,0.00670578379848456,0.122146497861157,8.9022231848558e-06,NA,8,8,8,0.026921097607936
"ENSG00000204348.9","DXO",3.3564056805911,0.081875236308066,0.000789626492338034,0.00652827261515881,0.0976907894145081,0.000126905066848326,NA,18,18,18,0.026921097607936
"ENSG00000159352.15","PSMD4",3.35222573410931,0.120683253874724,0.000801646263611686,0.0025361163654655,0.0553643773276392,0.00376161772944224,NA,10,10,10,0.0270778293486614
"ENSG00000154328.15","NEIL2",3.32290774734205,0.0429090430967359,0.000890843704892541,0.0220879899568567,0.220249211022442,3.48870337546545e-10,NA,21,22,22,0.0297728035040331
"ENSG00000025434.18","NR1H3",-3.32009681604061,-0.0705365518755505,0.000899862352390269,0.00768004006190217,0.0278908786705934,0.0438720995325039,NA,12,12,12,0.0297728035040331
"ENSG00000062038.13","CDH3",3.31733997192918,0.0386788807787737,0.000908789597025681,0.0310353449259244,0.111250774102314,2.29285888564007e-05,NA,45,45,45,0.0297728035040331
"ENSG00000267053.6","CTD-3162L10.1",-3.31571887550475,-0.10965660241127,0.000914077300562421,0.00302390817342805,0.0283516017374082,0.0409525724107332,NA,6,6,6,0.0297728035040331
"ENSG00000204947.8","ZNF425",-3.29715876697456,-0.03919833702514,0.000976682743318324,0.0276534253950132,0.128486303853264,5.5744596741329e-06,NA,11,11,11,0.0315023086763002
"ENSG00000198130.15","HIBCH",3.2949342387464,0.0379822540474602,0.000984447146134381,0.0270712932645171,0.276724264626016,3.06242518496192e-12,NA,14,14,14,0.0315023086763002
"ENSG00000261701.6","HPR",3.28537066071552,0.0143700244389116,0.00101848290575147,0.173885351655591,0.548758921369652,8.46292115038812e-31,NA,34,35,35,0.0322834300384396
"ENSG00000176148.15","TCP11L1",3.28314556313954,0.120374652046191,0.00102655643762582,0.00293963538269917,0.0923190351020017,0.00017180897027293,NA,10,10,10,0.0322834300384396
"ENSG00000118292.8","C1orf54",3.27431199764346,0.0896299084112289,0.00105919593547744,0.0059199816479705,0.0449334517857786,0.00822872411327755,NA,17,17,17,0.0330251860907838
"ENSG00000179979.8","CRIPAK",3.27161216241745,0.0236611057339177,0.00106936161436034,0.0669234884943853,0.290476946992616,5.23458813707573e-13,NA,57,57,57,0.0330595861795468
"ENSG00000277692.1","RP11-358N2.2",3.2578130436068,0.0398927538757649,0.00112274348030778,0.0220955040055636,0.0403332606925325,0.0142015040177068,NA,66,67,67,0.0344182203038889
"ENSG00000178187.7","ZNF454",3.24195372479502,0.0319066457198724,0.00118713296824606,0.0368522851285577,0.262151800988793,1.37046848123185e-11,NA,11,12,12,0.0360888422346802
"ENSG00000004534.14","RBM6",3.23359361698525,0.0350572243261287,0.00122243264099783,0.0322487081290301,0.263321668082035,6.68645672449205e-13,NA,46,46,46,0.0368548287137197
"ENSG00000100197.20","CYP2D6",-3.21635642629456,-0.0201281512708845,0.00129829477401843,0.0984124716705375,0.400973430014849,4.65528714432588e-19,NA,62,62,62,0.0387464752945813
"ENSG00000157782.9","CABP1",-3.21367740912758,-0.110973650146977,0.00131046813241937,0.00347328130125905,0.0631678818421286,0.00159874037538894,NA,13,13,13,0.0387464752945813
"ENSG00000152223.12","EPG5",3.21224059464735,0.0818171753419948,0.00131704027865353,0.0053460232938812,0.0751864752823561,0.000626736404425221,NA,15,15,15,0.0387464752945813
"ENSG00000137500.9","CCDC90B",3.20168963934105,0.0830380964862206,0.00136624112213595,0.00480251648661634,0.160300778125509,2.89932603733495e-07,NA,16,16,16,0.0398723809084156
"ENSG00000013810.18","TACC3",3.18818032781719,0.0513738153822826,0.00143171219156722,0.012987207523706,0.132144913643734,3.0235804591625e-06,NA,26,26,26,0.0412492963203499
"ENSG00000198937.8","CCDC167",3.18730825998412,0.0299952162599019,0.00143603635764376,0.0359670156667617,0.261434996377868,1.35459792227777e-12,NA,63,63,63,0.0412492963203499
"ENSG00000152219.4","ARL14EP",-3.17874500280777,-0.0404581958515218,0.00147914153817396,0.0266116437980091,0.1226439991399,6.25878912315578e-06,NA,98,99,99,0.0421555338379579
"ENSG00000251372.5","LINC00499",3.16617857138608,0.0134748235794335,0.0015445594275143,0.215349113768245,0.48405747013048,1.31861451517834e-25,NA,70,70,70,0.0434038275575892
"ENSG00000128829.11","EIF2AK4",-3.16576870826852,-0.0909947117206647,0.00154673727590093,0.00426230132943065,0.057036387549801,0.00359109956251851,NA,4,4,4,0.0434038275575892
"ENSG00000137103.16","TMEM8B",-3.14808712051561,-0.0321092910014106,0.00164342705023967,0.034361709688608,0.363586359146522,1.18545727103812e-16,NA,21,21,21,0.0457650525135444
"ENSG00000245156.1","RP11-867G23.3",-3.14233204863212,-0.0333769115252362,0.00167607839576006,0.0319979663739945,0.0938910249821904,0.000170500223918456,NA,56,57,57,0.046320712028278
"ENSG00000134184.12","GSTM1",-3.12000831668477,-0.0206298151736881,0.00180845933896807,0.100868518905002,0.28037922172966,3.03747408682873e-12,NA,35,36,36,0.0493072353945692
"ENSG00000110367.11","DDX6",-3.11956615303121,-0.0418576375599055,0.00181117586153297,0.0200440928944218,0.172469016448065,1.20248997764976e-07,NA,21,22,22,0.0493072353945692
"ENSG00000112031.15","MTRF1L",-3.11181186983138,-0.0241066324456774,0.00185942954158598,0.0671853393048509,0.363737495195955,4.97092101097273e-17,NA,42,42,42,0.0497228552566631
"ENSG00000213689.11","TREX1",3.11021307414166,0.0326920778468671,0.00186952429880768,0.0304321052116388,0.114081942247302,2.00577957459259e-05,NA,28,29,29,0.0497228552566631
"ENSG00000122965.10","RBM19",-3.10787504753302,-0.0565596846193449,0.00188437720661471,0.0104139479455846,0.0682483216619855,0.00142827032071304,NA,6,6,6,0.0497228552566631
"ENSG00000275765.5","RP11-54C4.3",3.10646199423972,0.0309707242581708,0.00189340645706322,0.0334260953286705,0.183958496585502,1.37510008601732e-08,NA,35,36,36,0.0497228552566631
"ENSG00000128563.13","PRKRIP1",-3.10627669463474,-0.0397539077467905,0.00189459344316781,0.0215364651455477,0.144493909241582,1.23988569047112e-06,NA,42,42,42,0.0497228552566631
"ENSG00000168913.6","ENHO",3.09332328773104,0.0560741000973046,0.00197928390241342,0.0106419464778132,0.051760756971922,0.00452010271580758,NA,27,27,27,0.0515744834000297
"ENSG00000275720.1","CTB-75G16.3",-3.07666639997255,-0.0379458373471726,0.00209329429447895,0.0212268057478961,0.171999695377181,9.14245752837571e-08,NA,16,16,16,0.054158422597583
"ENSG00000119636.15","BBOF1",3.06888133053642,0.0444002756006511,0.00214861920981395,0.0181055014618085,0.0272998875608873,0.0450699564358818,NA,53,55,55,0.0547991432449016
"ENSG00000124532.14","MRS2",3.0650014351092,0.0343279240571641,0.00217668952664869,0.0293664017724098,0.161581528619251,4.13179623807944e-07,NA,43,44,44,0.0547991432449016
"ENSG00000170425.3","ADORA2B",-3.0649578381295,-0.0280131841801991,0.00217700684378872,0.0420868774313763,0.0488885937643838,0.00736426506535719,NA,101,103,103,0.0547991432449016
"ENSG00000088280.18","ASAP3",-3.06480140616794,-0.050803163679029,0.00217814577042509,0.0130003340730365,0.0989630042429141,8.14763975303107e-05,NA,40,40,40,0.0547991432449016
"ENSG00000185345.18","PARK2",-3.05874782810501,-0.106638732472537,0.00222264154907337,0.00322104774089835,0.0524092791281506,0.00555479635436523,NA,15,15,15,0.0555250755507244
"ENSG00000183569.17","SERHL2",-3.05675893663426,-0.0192657922525093,0.00223744136676439,0.0854785137338828,0.198918267677158,3.42221334996764e-09,NA,28,28,28,0.0555250755507244
"ENSG00000177519.3","RPRM",-3.04381462636206,-0.163660927144348,0.00233599032934074,0.00139705498647214,0.0340147293865203,0.0245648538398023,NA,4,4,4,0.057579004874561
"ENSG00000119599.16","DCAF4",3.03869967772307,0.0848240560260502,0.00237601586910971,0.00481360776605259,0.0502930206975169,0.00580820333184193,NA,7,7,7,0.0581725227551156
"ENSG00000143442.21","POGZ",3.03653137919712,0.0959370849594622,0.00239317197706495,0.00405023086390248,0.0658257004666679,0.00164887521666572,NA,97,98,98,0.0582019424822196
"ENSG00000136238.17","RAC1",-3.03330741738748,-0.0892099349562149,0.00241889047724011,0.00420385578349915,0.131781686140175,6.30924262327766e-06,NA,10,10,10,0.0584378308673637
