gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000196653.7,ZNF502,-4.50777726227657,-0.0116014800277505,6.55102943804328e-06,0.513474488390432,0.598365595425723,1.96492924226396e-184,7.63424278757e-183,46,46,46
GMPPB,GMPPB,-4.5052488342374,-0.0355229381948116,6.62952108436195e-06,0.0575462221061876,0.0693339127927201,4.35046895117938e-16,1.12133124376e-15,25,25,25
ENSG00000112578.5,BYSL,-4.50201325011523,-0.0266870256060358,6.73127840911418e-06,0.09688866601852,0.122980727381511,4.52810017262507e-28,1.62594349437e-27,44,44,44
ENSG00000033030.9,ZCCHC8,-4.49791985586425,-0.307192686851768,6.86215537259028e-06,0.000813713397162895,7.97022779117292e-05,0.786606595074998,0.914260100929,5,5,5
ENSG00000119383.15,PPP2R4,-4.49522184479567,-0.0169326956245769,6.94974522829685e-06,0.225334169368309,0.270497700705222,4.95280331446418e-65,3.68342024025e-64,48,48,48
C10orf26,C10orf26,4.48311414525682,0.0361111811487809,7.35615547993681e-06,0.0570722865218805,0.0573335054815311,1.72985395521255e-13,4.05985503281e-13,37,37,37
ENSG00000221988.8,PPT2,4.48265865619807,0.0348837549179568,7.37187967395735e-06,0.059027860507322,0.0966058201866111,4.23331408762401e-22,1.3085421227e-21,34,35,35
ENSG00000196588.10,MKL1,4.47917524743995,0.09079527685101,7.49319969172091e-06,0.0083481249069335,0.00863128726559269,0.00475347132625293,0.00686566189693,12,12,12
ENSG00000049245.8,VAMP3,4.47875861267158,0.0333404713760854,7.50783741037477e-06,0.0655436585201005,0.0742622854624505,3.65862945433438e-17,9.71136810621e-17,30,30,30
ENSG00000166199.8,ALKBH3,4.47492901056181,0.037820686445122,7.64367045175965e-06,0.0515585729523846,0.0421876041844286,3.06364655899458e-10,6.39380269823e-10,69,69,70
ENSG00000166747.8,AP1G1,4.47298186739287,0.0834532053081877,7.71363207352418e-06,0.0107915945622405,0.0162655750325522,0.000103094074647647,0.000165470638214,17,17,17
ENSG00000003056.3,M6PR,4.46863796982598,0.0236744766622828,7.87192313064683e-06,0.140899276912409,0.197713629944222,5.77496650137061e-46,3.01116721257e-45,20,20,20
ENSG00000165917.5,RAPSN,-4.46313293231107,-0.0596493822119057,8.0769908535573e-06,0.0219070218320896,0.0277871280845046,3.57340543011307e-07,6.51152779746e-07,12,12,12
ENSG00000110871.10,COQ5,4.45645102025368,0.016422146682061,8.33276282041119e-06,0.24708845376685,0.316818851338815,3.58934218535352e-78,3.3457343187e-77,26,26,26
ENSG00000186446.7,ZNF501,-4.45285774632232,-0.0177439824015663,8.4734895963613e-06,0.218240676869226,0.255228753695203,7.00864577968362e-61,4.88417320446e-60,55,55,55
EGFL8,EGFL8,4.41536450058118,0.0464290077471326,1.00839928795573e-05,0.0342779468207341,0.0508526884816515,4.28401132855928e-12,9.60257202322e-12,34,36,36
ENSG00000162944.5,RFTN2,4.41347616687334,0.0211969198458747,1.01723921144693e-05,0.176439673259437,0.178276352601695,3.68211837416206e-41,1.76674612408e-40,44,44,45
ENSG00000185482.3,STAC3,-4.41230106079088,-0.0348633035055995,1.0227775837122e-05,0.0539514902799467,0.0785823368867551,4.1391665880809e-18,1.13340879692e-17,18,18,18
ENSG00000124523.10,SIRT5,4.41141896049843,0.0813852327585228,1.02695390512806e-05,0.0112965003838748,0.0207462696500027,1.1306745692471e-05,1.91612387436e-05,12,12,12
ENSG00000165304.3,MELK,-4.40996949603263,-0.41453077937188,1.03385181255711e-05,0.000460560497660816,0.00186560324868659,0.190076478713181,0.239248595292,6,6,6
ENSG00000067560.6,RHOA,4.40913528757568,0.161669218537134,1.03784179383894e-05,0.00298352847803987,0.00221170459100142,0.153621700329911,0.195191145576,2,2,2
ENSG00000164045.7,CDC25A,-4.36936500210643,-0.0682937103328475,1.24608342635147e-05,0.0141759318124523,0.0115631726522401,0.00107466461225625,0.00162470243435,18,18,19
ENSG00000186635.10,ARAP1,4.35222769099733,0.0663437650274517,1.3476119928285e-05,0.0156564230920879,0.0170956560750166,6.8371552835442e-05,0.000110874380989,18,18,18
ENSG00000117020.12,AKT3,4.35117801302067,0.0762105610357153,1.35408059157468e-05,0.0123942215880757,0.0164804693753368,9.26895483341304e-05,0.000149189055494,19,19,19
ENSG00000131849.10,ZNF132,4.35113585682797,0.0105405934630889,1.35434099508008e-05,0.640956155005773,0.671153323055055,2.10512197231813e-224,1.35914517144e-222,33,34,35
ENSG00000096717.7,SIRT1,-4.35061256471907,-0.0204644480432182,1.35757740825793e-05,0.163318594650716,0.209051156918878,8.05933709013589e-49,4.4769940453e-48,15,15,15
ENSG00000143578.11,CREB3L4,4.34819187535049,0.026074723381056,1.37264492192995e-05,0.0905011487410816,0.143705926542447,6.99808950089711e-33,2.80157558712e-32,25,25,25
ENSG00000145107.10,TM4SF19,-4.3479980805769,-0.0516438999121816,1.37385806385167e-05,0.0251651881263805,0.0463236988329264,4.00196641443087e-11,8.66084450287e-11,16,16,16
ENSG00000145022.4,TCTA,-4.34600016742425,-0.114671971765956,1.38642462751175e-05,0.00522429756419362,0.00307033230675872,0.092661678876132,0.120252928611,10,10,10
ENSG00000100239.11,PPP6R2,4.34273418115823,0.0447931516955751,1.40720358411804e-05,0.0358177774688825,0.0286915204542139,2.29433504312743e-07,4.22473928868e-07,47,47,47
ENSG00000169905.7,TOR1AIP2,4.33992410147549,0.0684209639710153,1.42531936567494e-05,0.0157552199972913,0.0213182797306813,8.53489325131737e-06,1.45405612486e-05,14,14,14
ENSG00000108395.9,TRIM37,-4.33871157244633,-0.0128088788541671,1.4332046938884e-05,0.388760282012106,0.418892698460046,1.46601563039883e-110,2.22196684327e-109,34,34,35
ENSG00000164543.5,STK17A,4.33539312328343,0.218049537295687,1.45499855444623e-05,0.00135729005074479,0.000211619665970498,0.659111314109134,0.773928422763,7,7,7
ENSG00000132323.4,ILKAP,4.33067436342294,0.14865975356795,1.48653380283925e-05,0.00334129757478478,0.00245189564455398,0.132986851613568,0.170121389142,4,4,4
ENSG00000114841.13,DNAH1,4.33060264196414,0.0427501035820394,1.48701810508399e-05,0.0310732479388626,0.0507234731368462,4.56643012731935e-12,1.02251702154e-11,16,16,16
ENSG00000141150.3,RASL10B,4.32293049469114,0.068056112464838,1.53970251785086e-05,0.0135480496141314,0.0304358142237016,9.76259028535639e-08,1.83297329506e-07,19,19,19
ENSG00000065802.7,ASB1,4.31857701228802,0.0266160221071752,1.57038425644504e-05,0.0955430972612443,0.130055137430228,1.06160615764771e-29,3.9554214151e-29,9,9,9
ENSG00000171456.12,ASXL1,-4.31564360159805,-0.0844382632811806,1.59138558161132e-05,0.00908964779648732,0.0144644293110391,0.0002520028738973,0.000395416946879,11,11,11
ENSG00000051382.4,PIK3CB,-4.30651299140227,-0.0877667999635804,1.65848193418267e-05,0.00883719469490311,0.00870251490799645,0.00458316625484391,0.00662913274133,20,20,20
ENSG00000166913.8,YWHAB,4.30609616993486,0.0273510257427881,1.66160841297257e-05,0.0947975564294123,0.140742393311931,3.46452131196433e-32,1.36948409964e-31,12,12,12
ENSG00000089775.6,ZBTB25,4.30048131498039,0.0159417548408562,1.70427541690714e-05,0.262442012657564,0.335635870131403,9.18137085891607e-84,9.41805573075e-83,22,22,22
ENSG00000116771.5,AGMAT,-4.29716068905203,-0.10748677063922,1.72999787426166e-05,0.00543982296012182,0.00765842790253068,0.00784276396406057,0.0111419527743,16,16,16
ENSG00000113070.6,HBEGF,-4.29706129559008,-0.054116906739974,1.73077347588445e-05,0.0228346344458803,0.0800937413643003,1.92717554633246e-18,5.3314070827e-18,15,16,16
ENSG00000205869.2,KRTAP5-1,-4.29410327775413,-0.0648741014817333,1.754008162577e-05,0.0168615669472492,0.033676102692469,1.9958074272721e-08,3.85267179021e-08,13,13,13
ENSG00000108387.10,SEPT4,4.28819236839149,0.0760119584846677,1.8013305897924e-05,0.0112065736939495,0.0164107101897705,9.5946006984268e-05,0.000154260846923,18,18,18
ENSG00000113555.4,PCDH12,4.2852327250599,0.0233469421450712,1.82547992833087e-05,0.114099236523726,0.155906788577707,9.13206820930107e-36,3.90387764962e-35,42,43,44
ENSG00000138386.12,NAB1,4.26666448237152,0.0779777843878978,1.98417219529088e-05,0.0119762141554491,0.00928916939491375,0.00339630050335662,0.00495707822803,23,23,24
C2orf74,C2orf74,4.25189442608647,0.011818134642078,2.11969786821111e-05,0.502644528131053,0.542004943099115,3.53584423175126e-158,1.02578423737e-156,33,33,33
ENSG00000085514.10,PILRA,4.24381454316132,0.183073423400143,2.19751985494137e-05,0.00205399198725057,0.00113769006848562,0.306267928018301,0.376819699199,5,5,5
ENSG00000105538.4,RASIP1,-4.23364688702537,-0.330107625035965,2.29931881351196e-05,0.000665739307622411,1.57772381970253e-06,0.96961728173321,1,3,3,3
ENSG00000025434.14,NR1H3,4.18756346480677,0.0142703496211135,2.81965188645469e-05,0.307981564115563,0.284472079768825,6.60633333134086e-69,5.23853198718e-68,65,65,66
ENSG00000123297.12,TSFM,-4.18543021545602,-0.0153212787688503,2.84626504255915e-05,0.242199366959755,0.319618349173731,5.405151784143e-79,5.08508958207e-78,32,32,32
ENSG00000196365.7,LONP1,4.18496256643956,0.0184802646712274,2.85213098183235e-05,0.191563799204458,0.229306963473213,5.05371351776716e-54,3.10025434292e-53,33,33,33
ENSG00000106605.6,BLVRA,-4.17870703557647,-0.0145787657196828,2.93171042869099e-05,0.309919548716022,0.378014122591339,5.88089566528831e-97,7.28666762065e-96,27,28,28
ENSG00000198399.10,ITSN2,-4.17503516390581,-0.0557492121499357,2.97940028806572e-05,0.0214932192483694,0.0191483699076494,2.48276264311169e-05,4.11844669678e-05,24,24,25
ENSG00000149636.10,DSN1,-4.17154612521756,-0.0405941384392393,3.02539798312707e-05,0.0416905903490329,0.0401796552904902,8.21672409803932e-10,1.68256332549e-09,49,49,49
ENSG00000158234.8,FAIM,4.16976643995474,0.0386501866265825,3.04911957996498e-05,0.040811244976334,0.0611103143323525,2.64614663249962e-14,6.37271846712e-14,12,12,12
ENSG00000186448.10,ZNF197,-4.16674914283584,-0.0176180699338824,3.08974180180571e-05,0.191898848295323,0.242490041274435,1.75695827733143e-57,1.15071593589e-56,62,62,63
ENSG00000075151.15,EIF4G3,-4.16333454608132,-0.0546624182160607,3.13633314131788e-05,0.0235967273657779,0.0280881851850589,3.08336179474836e-07,5.64094214365e-07,20,20,20
ENSG00000175548.4,ALG10B,4.15512464051378,0.049285885546705,3.2511026567298e-05,0.0279417589506642,0.0285695971785137,2.43554935533582e-07,4.47712778215e-07,14,15,15
ZNF167,ZNF167,-4.15320798988023,-0.0210859741121051,3.27846497755265e-05,0.133156686917431,0.141562064145655,2.22709349878038e-32,8.8246234875e-32,83,83,83
